id_autor_gs,full_name,country,result_found,first_name,last_name,probability,gender,samples
OKf5m40AAAAJ,Daniela Albers,CL,True,Daniela,Albers,0.97,female,1780
kSQ3eGcAAAAJ,Roberto Pasten,CL,True,Roberto,Pasten,1,male,986
6Fkqiq8AAAAJ,Mariavictoria Benavente Delgado,CL,True,Mariavictoria Benavente,Delgado,0.7,female,30
6VNNfmEAAAAJ,Sergio Bravo Castillo,CL,True,Sergio,Castillo,1,male,1171
vTav35EAAAAJ,Miryam Valenzuela,CL,True,Miryam,Valenzuela,1,female,11
wKWMeUoAAAAJ,Danny E. Carvajal,CL,True,Danny,Carvajal,0.68,male,85
pKh9yF8AAAAJ,carolina saavedra,CL,True,Carolina,Saavedra,0.98,female,2204
yp2rvGIAAAAJ,Esteban Salazar Petres,CL,True,Esteban,Salazar,1,male,674
DSJQ9_EAAAAJ,Ignacio A. Jara,CL,True,Ignacio,Jara,0.99,male,874
SFd4XwUAAAAJ,Andres Silva Montes,CL,True,Andres,Montes,1,male,976
b6Re1F0AAAAJ,Juan C. Santos,CL,True,Juan,Santos,1,male,1749
6XXxligAAAAJ,Nicolas Gouin,CL,True,Nicolas,Gouin,1,male,936
zs73my0AAAAJ,Anusuiya Singh,CL,True,Anusuiya,Singh,1,female,3
51N3rY0AAAAJ,José Ignacio Hernández,CL,True,José Ignacio,Hernández,1,male,52
eR-XSZIAAAAJ,Diego Andrés Díaz-Guio,CL,True,Diego Andrés,Díaz-Guio,1,male,11
8AFimB4AAAAJ,Williams Leiva,CL,True,Williams,Leiva,1,male,46
w-e7dFEAAAAJ,Daniel Peña-Oyarzún,CL,True,Daniel,Peña-Oyarzún,1,male,1613
WRWRszgAAAAJ,Marcela Low,CL,True,Marcela,Low,0.98,female,1002
ny3z0AUAAAAJ,Paula Pavez,CL,True,Paula,Pavez,0.98,female,919
9Z7ESUAAAAAJ,Patricio Alberto Muñoz Torres,CL,True,Patricio Alberto,Torres,1,male,1716
BimTm4gAAAAJ,Verónica Villarroel,CL,True,Verónica,Villarroel,0.99,female,176
TR_CpjYAAAAJ,Julio Sotelo,CL,True,Julio,Sotelo,1,male,482
a-P58hkAAAAJ,Eduardo Silva-Pavez,CL,True,Eduardo,Silva-Pavez,0.99,male,1416
mqCcM3EAAAAJ,Cristián A. Amador,CL,True,Cristián,Amador,0.99,male,188
jK2EjF8AAAAJ,Mohammad Hosein Sabzalian,CL,True,Mohammad Hosein,Sabzalian,1,male,137
_lLmaEwAAAAJ,Cristóbal Fernández Robin,CL,True,Cristóbal Robin,Fernández,1,male,131
WlnN6iEAAAAJ,Sebastian Elgueta,CL,True,Sebastian,Elgueta,0.99,male,1533
z0zBpQQAAAAJ,Rodrigo Demarco,CL,True,Rodrigo,Demarco,0.99,male,2771
jv6t8dIAAAAJ,Tito Pizarro Quevedo,CL,True,Tito,Quevedo,1,male,35
O2vYGzAAAAAJ,Fernando Izaurieta,CL,True,Fernando,Izaurieta,1,male,1212
pGc9aQMAAAAJ,Rodrigo Carcamo,CL,True,Rodrigo,Carcamo,0.99,male,2771
njqOSvoAAAAJ,Diogo Belloni,CL,True,Diogo,Belloni,1,male,3
LQ5j80QAAAAJ,Eric Forcael,CL,True,Eric,Forcael,0.99,male,156
cgpg16QAAAAJ,Elena S. Rotarou,CL,True,Elena,Rotarou,0.97,female,144
80VcItkAAAAJ,David Cortés Ortuño,CL,True,David,Ortuño,1,male,1001
8s-XVgsAAAAJ,Hery Urra,CL,True,Hery,Urra,1,male,3
lw0CbDIAAAAJ,Alexis Perez Fargallo,CL,True,Alexis,Perez,0.98,male,527
r4wZOggAAAAJ,Gustavo Cabrera-Barjas,CL,True,Gustavo,Cabrera-Barjas,1,male,555
PLtMKK4AAAAJ,Mariane Krause,CL,True,Mariane,Krause,1,female,5
zpyJ7wEAAAAJ,Markus Rabus,CL,True,Markus,Rabus,0.99,male,30782
4Nv3MGYAAAAJ,Alex Garrido-Méndez,CL,True,Alex,Garrido-Méndez,0.98,male,625
sMyUz7wAAAAJ,EDUARDO SILVA,CL,True,Eduardo,Silva,0.99,male,1416
HkkQGY0AAAAJ,Rafael Salinas Jiménez,CL,True,Rafael,Jiménez,1,male,340
MEx0KYoAAAAJ,martin meister,CL,True,Martin,Meister,1,male,247
RknbgOkAAAAJ,Tomás Vergara Browne,CL,True,Tomás,Vergara,1,male,117
n5-3J7YAAAAJ,Alfredo Urbina Carreño,CL,True,Alfredo,Carreño,1,male,279
5bYg0BwAAAAJ,Dina Alfaro Romero,CL,True,Dina,Romero,1,female,14
BLzzdZQAAAAJ,Armando Cifuentes-Amigo,CL,True,Armando,Cifuentes-Amigo,1,male,87
IK214J8AAAAJ,Valeria Alejandra Aravena Machuca,CL,True,Valeria Alejandra,Machuca,0.86,female,7
MrmpzGAAAAAJ,Cristopher Gutiérrez González,CL,True,Cristopher,González,1,male,193
g9uG5tUAAAAJ,Mario Sánchez Bustos,CL,True,Mario,Bustos,1,male,871
v4pYBH4AAAAJ,Fiorella Roco,CL,True,Fiorella,Roco,1,female,19
63T5FVwAAAAJ,Sebastián Torres-Valderrama,CL,True,Sebastián,Torres-Valderrama,1,male,409
VeyFwOAAAAAJ,Cristian Saldía Ramírez,CL,True,Cristian,Ramírez,1,male,2566
RyK-Y-UAAAAJ,Carlos Hernandez,CL,True,Carlos,Hernandez,1,male,2782
i46gwRwAAAAJ,Luis Alberto Caro Saldivia,CL,True,Luis Alberto Caro,Saldivia,0.97,male,2702
HVYHerIAAAAJ,Felipe Guíñez Yáñez,CL,True,Felipe,Yáñez,1,male,2439
dcgZE-oAAAAJ,Nicolás Van Sint Jan,CL,True,Nicolás Jan,van Sint,1,male,409
h_fYM2sAAAAJ,Carolina Maldonado Magnere,CL,True,Carolina,Maldonado,0.98,female,2204
7V_EFjAAAAAJ,Noemí Cárcamo Mansilla,CL,True,Noemí,Mansilla,1,female,7
C0U8BfoAAAAJ,Karina Carrasco-Jeldres,CL,True,Karina,Carrasco-Jeldres,0.98,female,531
CowsogYAAAAJ,Katherine Contreras-Zapata,CL,True,Katherine,Contreras-Zapata,0.97,female,741
HDujbqQAAAAJ,Cynthia Abigail Meza Muñoz,CL,True,Cynthia Abigail,Muñoz,0.98,female,247
IK7dht8AAAAJ,Ítalo Torres González,CL,True,Torres,González,0.67,female,3
KomMv4oAAAAJ,Wilmer Bueno-Silva,CL,True,Wilmer,Bueno-Silva,1,male,4
YHXRDsQAAAAJ,Alejandro Piñeiro González,CL,True,Alejandro,González,1,male,1564
chwvZF4AAAAJ,Javiera Gutiérrez López,CL,True,Javiera,López,0.98,female,927
flOq4f0AAAAJ,José Ignacio Fernández Saldías,CL,True,José Ignacio,Fernández,1,male,52
keKQECQAAAAJ,Isabel Lobos Canales,CL,True,Isabel,Canales,0.99,female,432
nVRUp10AAAAJ,Luis Díaz Perquéz,CL,True,Luis,Díaz,1,male,2313
3m5SpnkAAAAJ,Camila Arróspide Vásquez,CL,True,Camila,Vásquez,0.98,female,1616
EGZ7M-YAAAAJ,Cristian Baeza Bernal,CL,True,Cristian,Bernal,1,male,2566
HGtCqcgAAAAJ,Catalina Ignacia Guerra Maldonado,CL,True,Catalina Ignacia,Maldonado,0.97,female,986
_9N2ji8AAAAJ,Francisco Escalante Ibacache,CL,True,Francisco,Ibacache,1,male,2108
f6oWRJAAAAAJ,Rodrigo Alejandro Castillo Cuadra,CL,True,Rodrigo Alejandro Castillo,Cuadra,1,male,4338
kTthBRYAAAAJ,Carlos Olivos,CL,True,Carlos,Olivos,1,male,2782
8Kh2jqcAAAAJ,Carlos Gutiérrez-Sanhueza,CL,True,Carlos,Gutiérrez-Sanhueza,1,male,2782
86Q00QQAAAAJ,Silvia Martinez-Gorricho,CL,True,Silvia,Martinez-Gorricho,0.98,female,210
C9T0zdEAAAAJ,Daniel Ignacio Yévenes Canales,CL,True,Daniel Ignacio,Canales,1,male,12
9auZoXEAAAAJ,"Daniela, Niño-Amézquita",CL,True,Niño,Daniela,0.98,male,375
EfS4sSAAAAAJ,Andrés Seguel-Arriagada,CL,True,Andrés,Seguel-Arriagada,1,male,331
N0xUGkwAAAAJ,Soledad Aravena,CL,True,Soledad,Aravena,0.98,female,360
8pSYjrYAAAAJ,Viviana Marcela Villarroel Cárdenas,CL,True,Viviana Marcela,Cárdenas,0.98,female,1490
dod7KpQAAAAJ,Elías Alejandro Andrade Mansilla,CL,True,Elías Alejandro,Mansilla,1,male,1587
gRU6UiMAAAAJ,SANHUEZA VEGA TERESA INES,CL,True,Teresa Ines,Vega,0.98,female,255
jokIeLkAAAAJ,Diego Pérez,CL,True,Diego,Pérez,1,male,1660
zcWqjwwAAAAJ,Luciano Aroca,CL,True,Luciano,Aroca,1,male,127
0EeGSVIAAAAJ,Paulina Maureira,CL,True,Paulina,Maureira,0.98,female,961
FfczjewAAAAJ,Angel Biskupovic,CL,True,Ángel,Biskupovic,0.8,male,5
Q1V7vJEAAAAJ,Cristina Bustamante Escobar,CL,True,Cristina,Escobar,0.98,female,370
_CJDHJ0AAAAJ,Carlos Pérez Crespo,CL,True,Carlos,Pérez,1,male,2782
rwMop2kAAAAJ,Francisco Ceron,CL,True,Francisco,Ceron,1,male,2108
zpKlIDUAAAAJ,Jessica Sequeira,CL,True,Jessica,Sequeira,0.96,female,487
2JUUvwcAAAAJ,Macarena Navarro Carvallo,CL,True,Macarena,Carvallo,0.98,female,627
6jFptTUAAAAJ,Paola Ramirez,CL,True,Paola,Ramirez,0.98,female,854
Am0rpiQAAAAJ,Alex Altamirano-Fernández,CL,True,Alex,Altamirano-Fernández,0.98,male,625
EYFdrsQAAAAJ,Christian Camacho,CL,True,Christian,Camacho,1,male,86
HcJUb-gAAAAJ,Katherine Aro,CL,True,Katherine,Aro,0.97,female,741
OcD7YlUAAAAJ,Ledys Franco,CL,True,Ledys,Franco,0.93,female,60
OxraFwoAAAAJ,Victor Gonzalez Escobar,CL,True,Victor Gonzalez,Escobar,1,male,1166
SQUmxOgAAAAJ,Fabián Belmonte Aguilar,CL,True,Fabián,Aguilar,1,male,110
5_twg78AAAAJ,Ingrid Romero,CL,True,Ingrid,Romero,0.97,female,324
nIyYX3MAAAAJ,Daniela Senn,CL,True,Daniela,Senn,0.97,female,1780
ytqhta0AAAAJ,Daniel Rodríguez Marconi,CL,True,Daniel,Rodríguez,1,male,1613
TMPkVEcAAAAJ,Andrés Villarruel-Jaramillo,CL,True,Andrés,Villarruel-Jaramillo,1,male,331
9WGlV2wAAAAJ,JORDAN HERNANDEZ MARTELO,CL,True,Jordan,Hernandez,0.98,male,60
KsW_qOUAAAAJ,Roberto Ahumada-García,CL,True,Roberto,Ahumada-García,1,male,986
YeakRCcAAAAJ,Sebastián Cofré,CL,True,Sebastián,Cofré,1,male,409
vWWm8DYAAAAJ,Alejandro Francisco Espinoza Guzmán,CL,True,Alejandro Francisco,Guzmán,1,male,3672
dEhNfSEAAAAJ,Percy Mejia-Elvir,CL,True,Percy,Mejia-Elvir,0.92,male,13
WVIUk88AAAAJ,Oliver Valdivia Orrego,CL,True,Oliver,Orrego,1,male,64
uHJC_4wAAAAJ,Pablo Carvacho,CL,True,Pablo,Carvacho,1,male,2045
evccYjoAAAAJ,Ignacio Miralbell Guerin,CL,True,Ignacio,Miralbell,0.99,male,874
tj1CO4UAAAAJ,Mauricio Villagran,CL,True,Mauricio,Villagran,1,male,1359
zdmWky4AAAAJ,Raúl Ramos,CL,True,Raúl,Ramos,1,male,130
0TD_2_4AAAAJ,Jacqueline Andrea De Rurange Espinoza,CL,True,Jacqueline Andrea,de Rurange,0.98,female,1631
OavySFkAAAAJ,Esteban L. Severino,CL,True,Esteban,Severino,1,male,674
DBwB3hAAAAAJ,Felipe Guinez,CL,True,Felipe,Guinez,1,male,2439
2wTLhNAAAAAJ,Chuan-Chih Hsu,CL,True,Chuan-Chih,Hsu,0.82,male,464
6iFsrsEAAAAJ,Juan Carlos Roberto Neira Morales,CL,True,Juan Carlos Roberto,Morales,1,male,5517
NSjNDs8AAAAJ,Jaime Fuster-Villaseca,CL,True,Jaime,Fuster-Villaseca,1,male,907
_9L3oikAAAAJ,Esteban Céspedes,CL,True,Esteban,Céspedes,1,male,674
uKXty2cAAAAJ,ALBERTINA QUEZADA BRAVO,CL,True,Albertina,Bravo,1,female,6
zDcxI3QAAAAJ,CRISTIAN SCHLEGEL,CL,True,Cristian,Schlegel,1,male,2566
IDH89PwAAAAJ,Sheyla Guzmán Salas,CL,True,Sheyla,Salas,1,female,7
JHcb2ZIAAAAJ,Lenka Kurte,CL,True,Lenka,Kurte,1,female,10
d5HVns4AAAAJ,Omayck Valarezo-Bravo,CL,True,Bravo,Omayck,0.91,male,727
csHwNjYAAAAJ,Marcelo Saavedra,CL,True,Marcelo,Saavedra,1,male,1214
kFSfw8kAAAAJ,Pedro Alberto Herrera Ledesma,CL,True,Pedro Alberto,Ledesma,1,male,1157
H9R1oscAAAAJ,Rodrigo Rebolledo Vega,CL,True,Rodrigo,Vega,0.99,male,2771
TRSKGhQAAAAJ,Guillermo Medina-González,CL,True,Guillermo,Medina-González,0.99,male,608
KdULWhUAAAAJ,Georgina Ivet Durán-Jiménez,CL,True,Georgina Ivet,Durán-Jiménez,0.93,female,27
L49xROkAAAAJ,SAN MARTIN AEDO REINA CAROLINA,CL,True,San Martin Reina Carolina,Aedo,0.88,female,2470
P2bK7roAAAAJ,GONZALEZ HERMOSILLA ALEJANDRA,CL,True,Gonzalez Alejandra,Hermosilla,0.98,female,1204
uIeze_wAAAAJ,Andrea Roca,CL,True,Andrea,Roca,0.98,female,1292
wNMjnBUAAAAJ,Héctor Hernández López,CL,True,Héctor,López,0.99,male,131
RA902A8AAAAJ,Claudio Andrés Cerón Urzúa,CL,True,Claudio Andrés,Urzúa,1,male,17
TilxmzMAAAAJ,Roberto Díaz-Amador (https://orcid.org/0000-0002-4289-9638),CL,True,Roberto,(https://orciorg/0000-0002-4289-9638),1,male,986
1K8PNQsAAAAJ,Pablo Pérez V.,CL,True,Pablo,Pérez,1,male,2045
0HPYTpQAAAAJ,Beicy Viviana Acosta González,CL,True,Viviana,González,0.98,female,488
Srq8Bs0AAAAJ,Claudia Carrasco,CL,True,Claudia,Carrasco,0.97,female,1751
weBPZtAAAAAJ,Rodrigo Fuentes Guiñez,CL,True,Rodrigo,Guiñez,0.99,male,2771
5Im2mK4AAAAJ,Edwin H. Salazar-Jurado,CL,True,Edwin,Salazar-Jurado,1,male,60
D19TIKgAAAAJ,Milton Contreras-Sáez,CL,True,Milton,Contreras-Sáez,1,male,66
NHdZdowAAAAJ,Rodrigo Arellano Saavedra,CL,True,Rodrigo,Saavedra,0.99,male,2771
sp3Fe20AAAAJ,Julio San Martín,CL,True,Julio Martín,San,1,male,538
zitc_f8AAAAJ,Constanza Astudillo,CL,True,Constanza,Astudillo,0.98,female,943
UFklBUMAAAAJ,SANHUEZA DIAZ LILIAN OLIMPIA,CL,True,Lilian Olimpia,Diaz,0.99,female,117
S6tkQo0AAAAJ,Ivette Quezada,CL,True,Ivette,Quezada,0.98,female,44
ZyJ5zv0AAAAJ,Pablo Barrientos-Saavedra,CL,True,Pablo,Barrientos-Saavedra,1,male,2045
ynAEap8AAAAJ,Niris Cortes Pizarro,CL,True,Niris Cortes,Pizarro,0.58,male,168
wDwfqMwAAAAJ,Noelia Figueroa Burdiles,CL,True,Noelia,Figueroa Burdiles,1,female,62
vN8D2CIAAAAJ,Cristian Pomés,CL,True,Cristian,Pomés,1,male,2566
XwA8o2AAAAAJ,Diana Montenegro Villalobos,CL,True,Diana,Villalobos,0.99,female,150
BFRHJK4AAAAJ,Aldo Quelopana,CL,True,Aldo,Quelopana,0.99,male,162
Jn9l3w8AAAAJ,Francisco J. Tapia-Ubeda,CL,True,Francisco,Tapia-Ubeda,1,male,2108
NyyaGGAAAAAJ,Guillermo Marini,CL,True,Guillermo,Marini,0.99,male,608
OsPUFu0AAAAJ,Daniel San Martín Santibáñez,CL,True,Daniel San Martín,Santibáñez,1,male,1680
vFhjpTUAAAAJ,Humberto Andrés Alvarez Sepúlveda,CL,True,Humberto Andrés,Sepúlveda,1,male,465
fkaTE2UAAAAJ,Matias Aranguiz V.,CL,True,Matias,Aranguiz,0.99,male,824
_DOaYVwAAAAJ,Ivette Duran-Seguel,CL,True,Ivette,Duran-Seguel,0.98,female,44
J_ElabEAAAAJ,Rodrigo Poblete Chávez,CL,True,Rodrigo,Chávez,0.99,male,2771
ZA4N4ssAAAAJ,Juan Eduardo Valenzuela Inostroza,CL,True,Juan Eduardo,Inostroza,0.99,male,3165
_n4b26UAAAAJ,A. P. Marimán,CL,False,,,,,
pP5hqzIAAAAJ,Carmen Alfaro Contreras,CL,True,Carmen,Contreras,0.99,female,359
jDTzTmoAAAAJ,Jorge Littin Curinao,CL,True,Jorge,Curinao,0.99,male,2344
EQSri1AAAAAJ,Javier Hernandez,CL,True,Javier,Hernandez,1,male,1272
JgJALqUAAAAJ,Daniel Serey Araneda,CL,True,Daniel,Araneda,1,male,1613
kKqSpaIAAAAJ,Sergio Barahona Leguas,CL,True,Sergio,Barahona,1,male,1171
4PbKtFQAAAAJ,Claudia Yáñez-Valdés,CL,True,Claudia,Yáñez-Valdés,0.97,female,1751
OzE6oqMAAAAJ,BUSTOS GUTIERREZ MARCO TULIO,CL,True,Marco Tulio,Gutierrez,0.99,male,630
qqL67FsAAAAJ,Consuelo Biskupovic,CL,True,Consuelo,Biskupovic,0.97,female,178
nBu7fG0AAAAJ,Yanni Palacios González,CL,True,Yanni,González,1,female,3
cGtQRcQAAAAJ,Kulandaivelu Kaviyarasan,CL,True,Kulandaivelu,Kaviyarasan,1,male,4
D870UsAAAAAJ,RICARDO ANTONIO GARCÍA HORMAZÁBAL,CL,True,Ricardo Antonio,García,1,male,22
HcFVPI0AAAAJ,Alejandro Marambio-Tapia,CL,True,Alejandro,Marambio-Tapia,1,male,1564
QcDKAHgAAAAJ,Alejandro Hernandez Diaz,CL,True,Alejandro,Diaz,1,male,1564
mJLh6NYAAAAJ,Angélica Vásquez-Grandón,CL,True,Angélica,Vásquez-Grandón,0.97,female,70
GHQEQnQAAAAJ,Carlos Hernandez,CL,True,Carlos,Hernandez,1,male,2782
5GpKepgAAAAJ,Rodolfo Morales,CL,True,Rodolfo,Morales,0.99,male,261
I1u-SLkAAAAJ,Patricia Silva-Flores,CL,True,Patricia,Silva-Flores,0.98,female,1022
psFq4AUAAAAJ,David Alors,CL,True,David,Alors,1,male,1001
ISWkesEAAAAJ,Evelyn Avilés,CL,True,Evelyn,Avilés,0.98,female,452
dbitlKkAAAAJ,Juan Luis López Díaz,CL,True,Juan Luis,Díaz,1,male,4062
4DUgp58AAAAJ,Duxan Arancibia,CL,True,Arancibia,Duxan,0.67,female,3
2u5EGv0AAAAJ,Rodrigo Contreras-Arratia,CL,True,Rodrigo,Contreras-Arratia,0.99,male,2771
IUP3ZLkAAAAJ,Angel Cayo Nuñez,CL,True,Cayo,Nuñez,0.96,male,162
M1ot7CkAAAAJ,Leonardo Vásquez-Ibarra,CL,True,Leonardo,Vásquez-Ibarra,1,male,517
5FyBlc0AAAAJ,Walter Heredia,CL,True,Walter,Heredia,0.99,male,141
sALsH24AAAAJ,Daniela Gutierrez Garcia,CL,True,Daniela,Garcia,0.97,female,1780
9IrMcXsAAAAJ,Niriaska  Perozo,CL,True,Perozo,Niriaska,0.75,male,4
PvOQzrwAAAAJ,Jesús Antonio López Carvallo,CL,True,Jesús Antonio,Carvallo,0.99,male,470
SbQePXUAAAAJ,Patricio Ulloa-Rodriguez,CL,True,Patricio,Ulloa-Rodriguez,1,male,1407
y9Aof_oAAAAJ,Yanio E Milian Rodriguez,CL,True,Yanio Milian,Rodriguez,0.63,female,365
1c6XhjUAAAAJ,Mohammad Maleki,CL,True,Mohammad,Maleki,0.99,male,47598
pVU1xG4AAAAJ,Esteban González Banda,CL,True,Esteban,Banda,1,male,674
r4ufRwQAAAAJ,Cristopher López Aguilera,CL,True,Cristopher,Aguilera,1,male,193
rNNZQjMAAAAJ,Manuel Pérez Trujillo,CL,True,Manuel,Trujillo,0.99,male,1164
in3LpA0AAAAJ,Noralvis Fleitas Salazar,CL,True,Fleitas,Salazar,0.8,male,5
LxE1fSwAAAAJ,Elizabeth Elgueta,CL,True,Elizabeth,Elgueta,0.97,female,669
2SBR_NYAAAAJ,Pablo Fossa,CL,True,Pablo,Fossa,1,male,2045
rNvlJ8UAAAAJ,Jessika Camaño,CL,True,Jessika,Camaño,1,female,9
SptBZaEAAAAJ,Natalia Bustamante-Ara,CL,True,Natalia,Bustamante-Ara,0.97,female,960
uTC0VmIAAAAJ,Ricardo Rebolledo-Leiva,CL,True,Ricardo,Rebolledo-Leiva,1,male,1260
W3zn41cAAAAJ,Carlos Maquieira Villanueva,CL,True,Carlos,Villanueva,1,male,2782
W9skPVgAAAAJ,andrea russomando,CL,True,Andrea,Russomando,0.98,female,1292
uLNjw0cAAAAJ,Dardo Goyeneche,CL,True,Dardo,Goyeneche,0.97,male,150
kvpfY5oAAAAJ,Paula Errázuriz Arellano,CL,True,Paula,Arellano,0.98,female,919
JTl8Sc0AAAAJ,Javier Sánchez Rosas,CL,True,Javier,Rosas,1,male,1272
XpRlusMAAAAJ,Muriel Ramirez-Santana,CL,True,Muriel,Ramirez-Santana,0.95,female,37
YReHgMcAAAAJ,Maria Graciela Badilla Quintana,CL,True,Maria Graciela,Quintana,0.97,female,763
pJgOkYoAAAAJ,Miguel Angel Cabrera-Pérez,CL,True,Miguel,Angel,0.99,male,1055
OAkyZjMAAAAJ,Ernesto Leon Castro,CL,True,Ernesto Leon,Castro,0.99,male,166
gGv9iQcAAAAJ,Felipe Aguilera,CL,True,Felipe,Aguilera,1,male,2439
gTWFqMUAAAAJ,Christian Herrera,CL,True,Christian,Herrera,1,male,86
bs7ZnIkAAAAJ,Edo Ibar,CL,True,Edo,Ibar,1,male,17
Pjtd3RcAAAAJ,VERÓNICA LORCA CARO,CL,True,Verónica,Caro,0.99,female,176
lzoXLpMAAAAJ,Jorge A. Arriagada Triana,CL,True,Jorge,Arriagada,0.99,male,2344
1rRQBfwAAAAJ,Camilo Ravelo,CL,True,Camilo,Ravelo,1,male,559
2EMY-ZwAAAAJ,Rodrigo Cabrera del Valle,CL,True,Rodrigo,Cabrera Del Valle,0.99,male,2771
InZWJskAAAAJ,alan munoz,CL,True,Alan,Munoz,0.99,male,149
k7yt1xIAAAAJ,Eduardo Bofill,CL,True,Eduardo,Bofill,0.99,male,1416
y3jdRtwAAAAJ,Patricio Gutierrez,CL,True,Patricio,Gutierrez,1,male,1407
0x8AZFUAAAAJ,Marcela Aedo Rivera,CL,True,Marcela,Rivera,0.98,female,1002
5xyYqgcAAAAJ,rommy alvarez escudero,CL,True,Rommy,Escudero,0.91,female,22
IEapsSAAAAAJ,Yunier Prieur Coloma,CL,True,Yunier Prieur,Coloma,0.85,male,88
1Hu3uWUAAAAJ,Rodrigo H. Avaria S.,CL,True,Rodrigo,Avaria,0.99,male,2771
Mo2Ti28AAAAJ,Andrea Vera-Gajardo,CL,True,Andrea,Vera-Gajardo,0.98,female,1292
fA2HY4EAAAAJ,Jorge Godoy Olave,CL,True,Jorge,Olave,0.99,male,2344
gW0z3mkAAAAJ,Sofia Alejandra Fernández Sanz,CL,True,Sofia Alejandra,Sanz,0.98,female,1506
gJ_Q4rQAAAAJ,Carmen Aravena,CL,True,Carmen,Aravena,0.99,female,359
lmOVm-kAAAAJ,Marcelo Cisternas Fruns,CL,True,Marcelo,Cisternas,1,male,1214
sOvkZoEAAAAJ,Gerardo Honorato,CL,True,Gerardo,Honorato,1,male,273
W9BAc_MAAAAJ,Angela Martinez-Arroyo,CL,True,Angela,Martinez-Arroyo,0.99,female,305
nd1CdAYAAAAJ,ulises rios,CL,True,Ulises,Rios,0.98,male,47
RUiHlpEAAAAJ,Carla Rimassa,CL,True,Carla,Rimassa,0.97,female,673
atYYMqIAAAAJ,Jorge B Ulloa-Martínez,CL,True,Jorge,B,0.99,male,2344
lXUSxKQAAAAJ,Francisco Contreras-Ruston,CL,True,Francisco,Contreras-Ruston,1,male,2108
3xj_enkAAAAJ,Nicolás Fuster Sánchez,CL,True,Nicolás,Sánchez,1,male,395
XepoVOwAAAAJ,Eduardo Berrios Rojas,CL,True,Eduardo,Rojas,0.99,male,1416
uITMM8kAAAAJ,Angelica Escobar Maldonado,CL,True,Angelica,Maldonado,0.98,female,306
-p8vcBUAAAAJ,Javier  Tognarelli Santiago,CL,True,Javier Santiago,Tognarelli,1,male,1418
N9itsfIAAAAJ,Luis Villavicencio Miranda,CL,True,Luis,Miranda,1,male,2313
M_G9XzQAAAAJ,Claudia Navarro-Villarroel,CL,True,Claudia,Navarro-Villarroel,0.97,female,1751
WH6YZsYAAAAJ,Javier Bracchiglione,CL,True,Javier,Bracchiglione,1,male,1272
vb3GAXAAAAAJ,Leonel Munoz-Sagredo,CL,True,Leonel,Munoz-Sagredo,0.99,male,79
4B1dg1wAAAAJ,Ximena Faúndez,CL,True,Ximena,Faúndez,0.98,female,498
CXQx1rcAAAAJ,Arlek Gonzalez Jamett,CL,True,Gonzalez,Jamett,1,male,4
H10nCgMAAAAJ,Graeme N. Candlish,CL,True,Graeme,Candlish,0.99,male,2898
O2AnddwAAAAJ,Alejandra Zúñiga-Fajuri,CL,True,Alejandra,Zúñiga-Fajuri,0.98,female,1200
XDz43gQAAAAJ,Radostin Kurtev,CL,True,Radostin,Kurtev,1,male,73
R4WQxrQAAAAJ,jura borissova,CL,True,Jura,Borissova,0.93,male,1124
YttLQRkAAAAJ,Alejandra Espinosa Escalona,CL,True,Alejandra,Escalona,0.98,female,1200
fwMzSooAAAAJ,Gustavo A. Lobos,CL,True,Gustavo,Lobos,1,male,555
woR_vT0AAAAJ,Marco A. Molina-Montenegro,CL,True,Marco,Molina-Montenegro,1,male,621
97pjM_8AAAAJ,María Margarita San Cristóbal G.,CL,True,María Margarita Cristóbal,San,0.77,female,528
BOkb8b0AAAAJ,Pilar Andrea Tapia Lastra,CL,True,Pilar Andrea,Lastra,0.98,female,1597
YDdiqEgAAAAJ,Esthefanny Araceli Escudero Guevara,CL,True,Araceli,Guevara,1,female,33
YIZNyNwAAAAJ,Eric Salazar,CL,True,Eric,Salazar,0.99,male,156
ZUNqN-sAAAAJ,gaston guillermo bustos quintana,CL,True,Gaston Guillermo,Quintana,0.99,male,699
jCwP6lQAAAAJ,Camila Costa Trucco,CL,True,Camila,Trucco,0.98,female,1616
mik9-r8AAAAJ,Esteban Eduardo Sandoval Muñoz,CL,True,Esteban Eduardo,Muñoz,0.99,male,2090
pMN39rgAAAAJ,Marco Emilio Centeno Dubén,CL,True,Marco Emilio,Dubén,1,male,828
qtxbEfIAAAAJ,Wilson Reina González,CL,True,Wilson Reina,González,0.92,male,100
zmJxnasAAAAJ,Karla Zapata,CL,True,Karla,Zapata,0.99,female,361
B_tMAwYAAAAJ,MAURICIO JARA,CL,True,Mauricio,Jara,1,male,1359
Fn42_ZIAAAAJ,Claudia Tobar Cid,CL,True,Claudia,Cid,0.97,female,1751
NWjfoUEAAAAJ,Marcelo Navarro Fernández,CL,True,Marcelo,Fernández,1,male,1214
j0R4Y2wAAAAJ,Andrea Riquelme,CL,True,Andrea,Riquelme,0.98,female,1292
nCaEA7IAAAAJ,José Manuel Navarro-Conticello,CL,True,José Manuel,Navarro-Conticello,0.98,male,53
4sIGSxoAAAAJ,Daniel de la Fuente-Sáiz,CL,True,Daniel,de la Fuente-Sáiz,1,male,1613
Q4z1nXoAAAAJ,Adolfo Uribe,CL,True,Adolfo,Uribe,1,male,129
SjhYecUAAAAJ,Paulina Subiabre,CL,True,Paulina,Subiabre,0.98,female,961
